Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kuwait,KWT,48.7074163400663,7.15067415730337,3.5425856803529,3.59028268008962,3.00605754669359,3.97417809567557,3.7561481418781,3.50149610448267,3.41380463985977,3.3121016553489,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kyrgyz Republic,KGZ,..,2.87890115479955,3.16871426299274,3.05783673731146,2.90491239250202,3.17607985969788,3.8458169990103,3.39873093065435,3.20738180952636,3.19621902712902,3.40442477051912,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lao PDR,LAO,..,0.793349479198992,0.388386030175554,0.35138515588033,0.298826873159844,0.239564768804412,0.213834557535698,0.22949813709136,0.217189458515046,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latvia,LVA,..,0.708978437195544,1.70129583869882,1.55589738149543,1.63093364804616,1.39083019329191,1.08797619774522,1.04817547160469,0.895710491965612,0.918117343649259,0.938083184744614,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lebanon,LBN,7.5519515490598,5.38816295157571,4.6290096780084,4.68825910931174,4.05651043464255,4.05867139863704,4.17102966841187,4.05832602327083,4.06714508002419,4.02923843242141,4.63885673504556,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lesotho,LSO,5.06919801277502,3.96177267701492,2.46525290497537,2.49358877136043,1.67726830885895,2.76952473045608,3.23034960678342,2.30524546755858,2.2331972978466,2.23222161053442,2.28413346967127,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liberia,LBR,3.68106139438085,..,0.649803313688032,0.471701201939321,0.459625181310369,0.622691118772699,0.654290949673451,0.858742073249644,0.842120426390089,0.784947341381968,0.77084361124815,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Libya,LBY,..,2.83644526068769,1.11775949472285,0.946671984609248,1.26236811254396,..,..,..,3.64728082059222,..,7.99822629969419,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lithuania,LTU,..,..,4.01882122329646,3.84116085356069,3.90288809437153,3.73346005910569,3.03735897976165,2.7362364108259,2.64993696343879,2.64049251049903,2.70043983706474,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Luxembourg,LUX,0.726142019236871,0.601756745652465,0.591524090344045,0.581311260193808,0.530348457592111,0.551339700060121,0.634988367013116,0.521098598456982,0.48845065278919,0.485778824901023,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Macedonia, FYR",MKD,..,1.85082406312589,1.83653685342253,1.95007093263679,1.74234134348864,1.68816415916184,1.38215304965058,1.26218800222325,1.22531888588674,1.1748962585,1.17753778218974,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Madagascar,MDG,1.23148890493264,1.21751014267847,0.977431205132008,1.11586460555189,1.09711522579698,0.830202948535888,0.652042505723996,0.727707064436954,0.691911752985672,0.69764685063772,0.674804211526017,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malawi,MWI,1.29266065100647,0.672638801472976,0.997521734945943,0.921086084382258,1.0396713363267,1.16878580108206,0.925872910665485,0.938266657433192,1.16811996607127,1.76637874905279,1.21012053517745,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malaysia,MYS,2.55542492442056,1.63468013468013,2.00760076543864,2.05143543366615,1.91142033713834,1.96028095396412,1.55707758548249,1.66139562202092,1.54020914061256,1.54621361604406,1.50466445982546,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mali,MLI,2.1541261600005,1.80315994588459,1.56802971759848,1.54472856287687,1.63566472138203,1.61118663790303,1.55786849607836,1.51267381816387,1.43959679166913,1.38443602448266,1.41019794632986,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malta,MLT,0.830370078496562,0.640678385739044,0.69536084505932,0.655643342926802,0.655022432275078,0.729808071625817,0.71942177588137,0.600830855213019,0.56202626858763,0.557816759838075,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritania,MRT,3.94091668206542,2.92800544546355,2.69364721669718,..,3.05933385335901,3.13532406618269,..,..,2.93694650840321,2.85137658440918,2.8592711715019,..
